Date,Open,High,Low,Close,Volume
2021-01-04,5.3023,5.4145,5.2742,5.3771,10487758
2021-01-05,5.3771,5.4986,5.3023,5.4519,19153491
2021-01-06,5.4145,5.4238,5.3116,5.321,12412053
2021-01-07,5.3303,5.4519,5.2181,5.2742,12491912
2021-01-08,5.2181,5.2555,5.1246,5.1807,7485605
2021-01-11,5.1339,5.1713,5.0404,5.0591,7739085
2021-01-12,5.0591,5.1246,5.0404,5.1059,4255813
2021-01-13,5.2368,5.2929,5.1713,5.2181,10039211
2021-01-14,5.7418,5.7418,5.4612,5.4799,52823986
2021-01-15,5.2274,5.3958,5.1339,5.2929,29848480
2021-01-18,5.1994,5.3303,5.1713,5.2929,15440862
2021-01-19,5.3023,5.3116,5.2181,5.2368,10427429
2021-01-20,5.2461,5.2555,5.19,5.2181,6328764
2021-01-21,5.2274,5.2274,5.162,5.2087,6446442
2021-01-22,5.2274,5.2461,5.1433,5.2087,9466456
2021-01-25,5.2087,5.2087,5.1059,5.1152,6872550
2021-01-26,5.1152,5.1526,5.0498,5.0685,4096544
2021-01-27,5.1339,5.1994,5.0872,5.19,5734631
2021-01-28,5.1433,5.19,5.0685,5.0778,5148601
2021-01-29,5.1339,5.1526,5.0498,5.0872,3844041
2021-02-01,5.0591,5.0778,4.9563,5.0404,6284861
2021-02-02,4.9937,5.0778,4.9937,5.0217,2935460
2021-02-03,5.0217,5.0311,4.9188,4.9282,5641000
2021-02-04,4.9001,4.9188,4.7038,4.7505,7685483
2021-02-05,4.7505,4.8627,4.7318,4.7505,3748600
2021-02-08,4.7599,4.7692,4.7318,4.7412,3113805
2021-02-09,4.7599,4.7786,4.7318,4.7692,3605081
2021-02-10,4.7599,4.8066,4.7599,4.8066,3309234
2021-02-18,4.8534,4.9282,4.8534,4.8908,4442181
2021-02-19,4.9001,4.9937,4.8814,4.9937,4899230
2021-02-22,4.9937,5.0778,4.9843,5.0124,7084157
2021-02-23,4.9843,5.0311,4.975,5.003,3696270
2021-02-24,5.0217,5.0404,4.9188,4.9469,4286186
2021-02-25,5.1152,5.1807,5.0311,5.0404,9579513
2021-02-26,4.9563,5.0404,4.9563,5.0217,4919700
2021-03-01,5.0124,5.0404,4.9843,5.0311,4319900
2021-03-02,5.0498,5.0685,4.975,4.9937,4097200
2021-03-03,4.9937,5.0217,4.9563,5.0217,3767212
2021-03-04,5.0217,5.0404,4.9937,5.0124,4669200
2021-03-05,5.0124,5.0685,4.9937,5.0498,4632691
2021-03-08,5.0591,5.1152,5.0217,5.0311,5816600
2021-03-09,5.0498,5.162,4.9375,5.0872,11143700
2021-03-10,5.0872,5.0872,4.975,4.9937,5211100
2021-03-11,5.0217,5.0872,4.975,5.0591,4877890
2021-03-12,5.1059,5.1713,5.0404,5.1246,8106640
2021-03-15,5.1246,5.2274,5.1059,5.1807,11437603
2021-03-16,5.162,5.1807,5.1152,5.162,6701400
2021-03-17,5.19,5.2181,5.1433,5.1713,6855400
2021-03-18,5.19,5.19,5.0872,5.1059,6667617
2021-03-19,5.0965,5.1152,5.0498,5.0498,4584200
2021-03-22,5.0591,5.1246,5.0404,5.1246,5279348
2021-03-23,5.1433,5.1526,5.0685,5.0778,3796762
2021-03-24,5.0591,5.0872,5.003,5.0311,5048414
2021-03-25,5.0311,5.0498,5.003,5.0217,2773200
2021-03-26,5.0124,5.0685,5.0124,5.0404,3274828
2021-03-29,5.0498,5.1059,5.0217,5.0685,4656912
2021-03-30,5.0685,5.0778,5.0124,5.0217,3855300
2021-03-31,5.0124,5.162,5.003,5.1059,9020346
2021-04-01,5.0965,5.1246,5.0685,5.1152,4724327
2021-04-02,5.1246,5.1246,5.0404,5.0685,3863600
2021-04-06,5.0685,5.0872,5.0498,5.0685,2824726
2021-04-07,5.1152,5.19,5.0965,5.1246,8706241
2021-04-08,5.0872,5.1807,5.0591,5.1152,7322153
2021-04-09,5.0872,5.2836,5.0591,5.2742,18039167
2021-04-12,5.3584,5.3958,5.2181,5.2929,18635697
2021-04-13,5.2742,5.3116,5.1807,5.2087,9014680
2021-04-14,5.2087,5.321,5.1713,5.2929,8832606
2021-04-15,5.2742,5.3677,5.2648,5.3023,8932720
2021-04-16,5.3116,5.3677,5.2742,5.349,10686395
2021-04-19,5.3958,5.4145,5.3303,5.3397,12890362
2021-04-20,5.321,5.3677,5.2929,5.3023,9328969
2021-04-21,5.3023,5.4519,5.2461,5.3303,14049079
2021-04-22,5.349,5.4238,5.2929,5.4051,12624637
2021-04-23,5.3584,5.5547,5.349,5.4145,13349526
2021-04-26,5.3864,5.536,5.3864,5.4612,14194433
2021-04-27,5.4799,5.5173,5.3958,5.4238,10395400
2021-04-28,5.4145,5.508,5.3958,5.4612,10863100
2021-04-29,5.4612,5.4706,5.321,5.3397,12260601
2021-04-30,5.3397,5.3771,5.3116,5.3584,7444900
2021-05-06,5.349,5.4051,5.2274,5.2461,10829163
2021-05-07,5.2461,5.349,5.2368,5.3116,8949713
2021-05-10,5.3116,5.3864,5.2742,5.3584,6982427
2021-05-11,5.321,5.4612,5.3023,5.4425,10529370
2021-05-12,5.508,5.6296,5.4706,5.6109,27149155
2021-05-13,5.6109,5.7324,5.5641,5.6109,19375603
2021-05-14,5.6109,5.8353,5.6109,5.7605,27594226
2021-05-17,5.7792,5.8727,5.6763,5.7605,17651686
2021-05-18,5.7698,5.7698,5.6389,5.6763,11180922
2021-05-19,5.6483,5.7231,5.5734,5.6296,10182906
2021-05-20,5.6202,5.6389,5.4986,5.5454,7776178
2021-05-21,5.4986,5.6576,5.4986,5.6576,8753100
2021-05-24,5.6015,5.9849,5.536,5.9101,36368626
2021-05-25,5.8166,5.9007,5.695,5.7324,24023842
2021-05-26,5.7511,5.7605,5.667,5.6763,13429440
2021-05-27,5.6576,5.7511,5.6296,5.7231,13364396
2021-05-28,5.7231,5.9849,5.6857,5.8446,28862261
2021-05-31,5.8259,5.8259,5.6109,5.6483,23699322
2021-06-01,5.6109,5.6857,5.6015,5.6576,10255614
2021-06-02,5.6576,5.667,5.536,5.536,11494654
2021-06-03,5.5267,5.7231,5.5173,5.695,17155435
2021-06-04,5.6763,5.7698,5.5921,5.6109,14650385
2021-06-07,5.5921,5.7137,5.5641,5.6109,10407554
2021-06-08,5.7044,5.7324,5.5641,5.6483,8268222
2021-06-09,5.6483,5.6857,5.5921,5.6202,6666500
2021-06-10,5.6015,5.6763,5.5828,5.6483,8720482
2021-06-11,5.6109,5.7231,5.6109,5.6389,10612988
2021-06-15,5.6109,5.6202,5.4332,5.4425,13067119
2021-06-16,5.4706,5.5173,5.3958,5.4145,6956027
2021-06-17,5.4238,5.5734,5.4051,5.5547,9436913
2021-06-18,5.5173,5.5641,5.4238,5.4706,8841900
2021-06-21,5.4332,5.508,5.4332,5.4893,5598200
2021-06-22,5.4612,5.5641,5.4519,5.4986,6371575
2021-06-23,5.4799,5.5454,5.4799,5.5173,7721620
2021-06-24,5.5173,5.5547,5.4706,5.5547,8007738
2021-06-25,5.5828,5.5921,5.5173,5.5828,7156139
2021-06-28,5.5547,5.5641,5.4706,5.4799,9180120
2021-06-29,5.5272,5.7634,5.5272,5.6972,24837022
2021-06-30,5.6406,5.839,5.6311,5.7161,16609704
2021-07-01,5.7161,5.7445,5.5366,5.5366,15906834
2021-07-02,5.5272,5.5366,5.4421,5.461,8013132
