Date,Open,High,Low,Close,Volume
2021-01-04,7.607,7.6828,7.5691,7.607,10380102
2021-01-05,7.4629,7.607,7.3795,7.4629,16159523
2021-01-06,7.5008,7.5463,7.4098,7.5008,9341897
2021-01-07,7.2354,7.4781,7.1823,7.2354,13583292
2021-01-08,7.5236,7.5842,7.1899,7.5236,15415086
2021-01-11,7.425,7.5463,7.3946,7.425,9357131
2021-01-12,7.425,7.4857,7.3491,7.425,8722350
2021-01-13,7.516,7.5312,7.243,7.516,11391031
2021-01-14,7.5691,7.6525,7.4326,7.5691,11400744
2021-01-15,7.5236,7.6298,7.5084,7.5236,8460092
2021-01-18,7.5084,7.6222,7.4932,7.5084,8281962
2021-01-19,7.5767,7.6146,7.4326,7.5767,7666292
2021-01-20,7.4326,7.5615,7.425,7.4326,7424359
2021-01-21,7.425,7.607,7.425,7.425,17480049
2021-01-22,7.3112,7.4174,7.2657,7.3112,9653726
2021-01-25,7.1444,7.3264,7.1216,7.1444,8288288
2021-01-26,7.2581,7.296,7.1216,7.2581,6014985
2021-01-27,7.425,7.5084,7.2278,7.425,11622662
2021-01-28,7.4857,7.6222,7.3188,7.4857,13502545
2021-01-29,7.3567,7.5463,7.2657,7.3567,10184246
2021-02-01,7.243,7.4629,7.1823,7.243,9420886
2021-02-02,7.1975,7.3491,7.1747,7.1975,8053384
2021-02-03,7.1216,7.2581,7.0913,7.1216,8560249
2021-02-04,6.9396,7.1368,6.8865,6.9396,8195133
2021-02-05,6.9472,7.1368,6.9017,6.9472,5566408
2021-02-08,7.0078,7.1975,6.9244,7.0078,10487830
2021-02-09,7.0685,7.1064,6.9472,7.0685,5904527
2021-02-10,7.0837,7.1216,7.0078,7.0837,6594139
2021-02-18,7.1899,7.2581,7.0837,7.1899,13896134
2021-02-19,7.4781,7.5008,7.1444,7.4781,13843756
2021-02-22,7.7208,7.8345,7.4857,7.7208,21160895
2021-02-23,7.5691,7.7132,7.5236,7.5691,10721141
2021-02-24,7.607,7.7284,7.5387,7.607,11149783
2021-02-25,7.5918,7.6753,7.5463,7.5918,8078372
2021-02-26,7.5312,7.6146,7.4781,7.5312,6734659
2021-03-01,7.607,7.6525,7.5312,7.607,8679883
2021-03-02,7.5615,7.6449,7.4932,7.5615,7183239
2021-03-03,7.5994,7.6753,7.516,7.5994,10770200
2021-03-04,7.5918,7.6828,7.5463,7.5918,9591580
2021-03-05,7.6525,7.7056,7.5691,7.6525,9501988
2021-03-08,7.6753,7.8725,7.6373,7.6753,11933248
2021-03-09,7.6904,7.8118,7.5767,7.6904,12813803
2021-03-10,7.4553,7.7284,7.4553,7.4553,10293642
2021-03-11,7.607,7.6601,7.4326,7.607,8565250
2021-03-12,7.5615,7.6449,7.4932,7.5615,6188284
2021-03-15,7.6298,7.6373,7.5312,7.6298,8497575
2021-03-16,7.7056,7.7284,7.5918,7.7056,8690292
2021-03-17,7.6449,7.7663,7.6373,7.6449,7279859
2021-03-18,7.789,7.789,7.6146,7.789,11836517
2021-03-19,7.6222,7.7739,7.607,7.6222,7790688
2021-03-22,7.7663,7.7814,7.5994,7.7663,8011129
2021-03-23,7.7966,7.8573,7.6449,7.7966,10632835
2021-03-24,7.9559,8.0848,7.7359,7.9559,15988456
2021-03-25,7.9255,8.0014,7.8345,7.9255,8570558
2021-03-26,7.9104,7.971,7.8725,7.9104,5797973
2021-03-29,7.8345,7.9028,7.7739,7.8345,6801935
2021-03-30,7.8118,7.88,7.7056,7.8118,6256248
2021-03-31,8.0166,8.1227,7.9407,8.0166,18084021
2021-04-01,8.1986,8.2517,7.9938,8.1986,13053767
2021-04-02,8.0924,8.2213,8.0848,8.0924,7653883
2021-04-06,8.0014,8.0848,7.971,8.0014,7943032
2021-04-07,8.1531,8.1834,7.9862,8.1531,10861448
2021-04-08,8.0924,8.191,8.0545,8.0924,6422674
2021-04-09,8.1303,8.1531,8.0393,8.1303,6013235
2021-04-12,8.3048,8.3806,8.1303,8.3048,11869788
2021-04-13,8.3503,8.3882,8.191,8.3503,9789899
2021-04-14,8.2441,8.3503,8.2137,8.2441,10624304
2021-04-15,8.4033,8.5247,8.2137,8.4033,12904511
2021-04-16,8.6157,8.6309,8.3123,8.6157,13793474
2021-04-19,8.6081,8.6991,8.555,8.6081,13085297
2021-04-20,8.957,8.9949,8.5474,8.957,24263926
2021-04-21,8.866,9.2224,8.8432,8.866,21935589
2021-04-22,8.9342,8.9949,8.8053,8.9342,9948555
2021-04-23,8.9722,8.9873,8.8281,8.9722,10519243
2021-04-26,8.5626,8.9494,8.5399,8.5626,17292659
2021-04-27,8.6309,8.9115,8.5778,8.6309,12001860
2021-04-28,8.7522,8.8205,8.4261,8.7522,10815949
2021-04-29,8.6157,8.7522,8.5474,8.6157,8205308
2021-04-30,8.3806,8.5399,8.2365,8.3806,17188795
2021-05-06,8.2441,8.4944,8.2062,8.2441,9948273
2021-05-07,8.2213,8.3806,8.2137,8.2213,7665827
2021-05-10,8.1531,8.3048,8.1227,8.1531,6987624
2021-05-11,8.2213,8.2289,8.1,8.2213,5826785
2021-05-12,8.5171,8.5171,8.1531,8.5171,9282546
2021-05-13,8.3427,8.5095,8.2668,8.3427,8135409
2021-05-14,8.3427,8.464,8.2744,8.3427,11667631
2021-05-17,8.2668,8.3882,8.1303,8.2668,8738159
2021-05-18,8.3048,8.3199,8.2137,8.3048,3906816
