Date,Open,High,Low,Close,Volume
2021-01-04,28.4989,30.8532,28.4513,30.2718,26423946
2021-01-05,29.9573,31.0534,28.7849,29.7857,25365481
2021-01-06,29.576,32.769,29.576,32.3878,60101666
2021-01-07,31.692,35.6189,31.3393,35.5427,56950505
2021-01-08,35.1423,37.5538,33.1884,36.1717,37338308
2021-01-11,36.7722,38.6976,34.1034,34.5895,34568517
2021-01-12,33.5125,38.0494,33.5125,38.0494,36095507
2021-01-13,39.4982,39.9366,36.7532,37.306,41846279
2021-01-14,36.2099,36.5435,33.7508,34.9803,36831962
2021-01-15,34.9803,36.3052,34.3322,35.7428,29274169
2021-01-18,35.6856,38.059,34.3036,34.3989,39726640
2021-01-19,33.7889,36.858,33.7889,34.3131,35169223
2021-01-20,33.9319,35.3616,32.8834,35.0947,25902611
2021-01-21,34.8945,36.6483,34.6562,35.3616,23205784
2021-01-22,35.0756,37.6491,34.8183,37.163,28282606
2021-01-25,37.2679,39.1455,35.6952,36.0383,30823393
2021-01-26,34.9898,35.047,32.4354,32.4354,34644468
2021-01-27,31.9303,32.8834,31.3298,32.0542,23740063
2021-01-28,31.6729,33.36,31.4727,31.7968,22948902
2021-01-29,32.2829,33.0264,30.2051,30.9485,24710682
2021-02-01,31.2726,31.5395,30.0526,30.5482,16734700
2021-02-02,31.0534,31.0534,29.3854,30.7388,20513426
2021-02-03,30.8437,30.9771,28.9469,29.4521,30771655
2021-02-04,29.271,29.719,28.3941,28.9469,15353615
2021-02-05,29.5474,29.5665,27.2599,27.3075,19916606
2021-02-08,28.0224,28.1082,25.8397,26.9549,24049513
2021-02-09,27.3361,29.5474,27.0025,29.3377,28006620
2021-02-10,29.3854,29.738,28.3464,29.2901,20488926
2021-02-18,29.6618,29.8333,28.3178,28.4227,18110991
2021-02-19,28.4132,28.5847,27.5267,27.7841,14438355
2021-02-22,28.1177,28.5943,27.2599,27.298,17464121
2021-02-23,27.0692,28.8325,26.6689,28.356,22114132
2021-02-24,28.5275,29.0327,27.5839,27.9842,17849734
2021-02-25,27.9747,30.5005,27.9747,28.7754,25383099
2021-02-26,27.9461,29.0804,27.5458,28.2225,24448614
2021-03-01,28.3655,28.6324,27.317,28.4132,16807662
2021-03-02,28.4513,28.8897,27.2122,27.8699,18054025
2021-03-03,27.3075,27.7174,26.9549,27.5267,13237917
2021-03-04,27.0978,27.3075,26.402,26.6213,15725044
2021-03-05,25.9827,26.5164,25.2011,25.6109,21806010
2021-03-08,25.7444,25.9159,23.0946,23.1614,24805222
2021-03-09,23.1614,23.3329,21.2932,21.4934,33303606
2021-03-10,21.7602,22.1796,21.4457,21.7602,20972913
2021-03-11,21.7126,22.3131,21.4552,22.1701,12254175
2021-03-12,22.1987,22.3893,21.4457,21.8841,12349963
2021-03-15,21.8937,22.0366,21.379,21.5791,10383083
2021-03-16,21.5791,23.7142,21.5219,23.1137,32905079
2021-03-17,22.7229,24.2384,22.6467,23.962,20667109
2021-03-18,24.3528,25.1439,24.3432,24.7436,17668210
2021-03-19,24.8675,25.8587,24.0192,24.8293,24172771
2021-03-22,24.3528,26.2114,24.3528,25.1534,18139500
2021-03-23,25.1248,25.3059,24.5148,25.1153,10875183
2021-03-24,24.9533,25.2583,24.0668,24.4004,8779050
2021-03-25,24.2098,24.5911,24.0001,24.2861,8965640
2021-03-26,24.3147,25.2583,24.3147,25.1534,8960204
2021-03-29,25.2583,26.3639,24.8579,25.5251,17148130
2021-03-30,25.6205,27.9271,25.6205,26.3258,27803479
2021-03-31,25.9731,26.1161,23.8286,24.4195,23763348
2021-04-01,24.734,25.4394,24.4672,25.2106,12053459
2021-04-02,25.6872,26.2209,25.0486,25.1153,11582356
2021-04-06,25.4775,25.5728,24.7912,25.1153,7704486
2021-04-07,25.2297,25.344,24.2575,24.8008,9692572
2021-04-08,24.4957,25.1534,24.4004,24.6864,8119562
2021-04-09,25.1058,26.383,25.1058,26.2209,29186325
2021-04-12,25.9255,26.1161,25.1534,25.7634,15875900
2021-04-13,25.5442,26.2877,25.182,25.8778,8569271
2021-04-14,25.8206,26.4116,25.6395,26.2591,11336681
2021-04-15,26.1161,26.1161,25.5061,25.9255,6693795
2021-04-16,26.0303,26.0589,24.3528,24.8008,13547777
2021-04-19,24.7817,25.344,23.7332,24.2193,24271283
2021-04-20,23.9429,24.0764,23.1614,23.6284,21978371
2021-04-21,23.495,24.0192,23.2471,23.9811,11108928
2021-04-22,23.8286,24.2575,23.495,23.6475,8502160
2021-04-23,23.7904,24.2956,23.495,23.8476,10976444
2021-04-26,24.2765,25.6491,24.0096,24.3051,22598435
2021-04-27,24.2575,24.2575,22.8563,23.6284,17917662
2021-04-28,23.6189,24.6387,23.3329,24.4767,15412970
2021-04-29,24.6197,24.7245,24.0001,24.0954,8893332
2021-04-30,24.0954,24.124,22.761,22.8849,19687890
2021-05-06,22.9993,24.4767,22.8278,24.3242,19942339
2021-05-07,24.2289,24.5911,23.7428,23.8095,9203376
2021-05-10,24.1145,24.1621,23.066,23.5331,10567382
2021-05-11,23.4854,24.5529,23.2662,24.1145,12537562
2021-05-12,23.8667,24.0001,23.4759,23.7714,6553072
2021-05-13,23.5521,24.2003,23.4473,23.6856,7590648
2021-05-14,23.6951,24.7817,23.5235,24.715,16637203
2021-05-17,24.8293,25.9159,24.8293,25.6205,19599407
2021-05-18,25.6109,27.1645,25.0581,26.6594,24356847
2021-05-19,26.7356,28.0986,26.3639,27.7746,27394856
2021-05-20,27.7364,28.07,27.2313,27.8794,17707652
2021-05-21,27.8127,27.8127,26.5259,26.8786,16458898
2021-05-24,26.4497,28.2225,26.4497,27.9747,19820943
2021-05-25,27.9938,29.0708,27.765,28.661,23606122
2021-05-26,28.661,28.68,28.0033,28.1177,16564907
2021-05-27,28.1177,28.8325,27.9175,28.7849,13286836
2021-05-28,28.5847,28.9374,28.1749,28.8325,10428711
2021-05-31,28.8897,29.2615,28.0986,28.804,19115652
2021-06-01,28.5943,29.6522,28.1463,28.2035,17717548
2021-06-02,28.0605,28.68,27.3361,27.5744,15623361
2021-06-03,27.6125,27.7936,27.0025,27.0692,13488697
2021-06-04,27.3266,27.5649,26.9358,27.2503,9440805
2021-06-07,27.5649,28.213,27.5649,27.8317,13199849
2021-06-08,27.6411,28.6514,27.5458,28.3846,17974778
2021-06-09,28.7944,29.3377,28.356,28.9946,21534729
2021-06-10,28.9565,28.9755,28.3274,28.661,12933626
2021-06-11,28.661,28.7372,26.8214,26.9072,24159317
2021-06-15,26.8024,26.8024,25.8206,26.4402,21975544
2021-06-16,26.2495,27.765,26.0875,26.6022,20093283
2021-06-17,27.0597,27.4886,26.1352,26.5069,12652508
2021-06-18,26.4878,27.4314,26.2209,26.8119,13534422
2021-06-21,26.7356,29.2233,26.688,28.7944,27003106
2021-06-22,28.9469,29.4044,28.6991,29.0708,22717615
2021-06-23,29.0804,30.9295,28.5943,30.4243,31131710
2021-06-24,30.2146,30.6721,29.6427,29.7857,18167071
2021-06-25,29.6808,30.3004,28.9565,30.2146,16637290
2021-06-28,30.3576,30.5005,29.576,29.6808,16219727
2021-06-29,29.738,29.8333,28.7944,28.9183,12817999
2021-06-30,29.3282,29.4044,28.6229,29.3377,10566381
2021-07-01,29.6427,29.881,27.746,27.9747,18435005
2021-07-02,27.6411,27.9747,26.3067,26.402,18332424
2021-07-05,26.3353,27.0216,25.7634,26.1352,17175378
2021-07-06,26.1447,27.6983,25.7348,27.5458,20760352
2021-07-07,27.2408,28.2797,26.8786,28.0414,16324863
2021-07-08,28.2996,30.8332,28.1371,30.5655,33568518
2021-07-09,30.3169,32.6497,29.9823,30.4029,39137827
2021-07-12,30.5941,30.9574,29.4755,29.5233,33332056
2021-07-13,29.5329,30.0874,29.0836,29.5233,15243113
2021-07-14,29.5425,29.6285,27.7259,28.1179,19596445
2021-07-15,28.1275,29.0453,28.1084,28.8828,13150963
2021-07-16,28.5864,31.0531,28.1944,30.4794,27736837
2021-07-19,30.6228,31.9804,30.1639,30.3934,25375636
2021-07-20,29.9249,31.7701,29.8293,31.1678,20177406
2021-07-21,31.1104,32.0856,30.6515,31.6267,23382508
2021-07-22,31.6458,31.8562,30.4029,31.2156,18176201
2021-07-23,31.2538,33.0417,30.7376,32.3629,26166626
2021-07-26,32.3437,34.5618,32.1717,32.7071,44146466
2021-07-27,32.6306,34.1985,31.7797,31.7797,37950840
2021-07-28,31.3686,31.7797,29.4469,30.6515,22580545
2021-07-29,31.1009,32.6975,30.881,32.2768,19799142
2021-07-30,32.0282,32.2959,30.4985,31.4355,23822988
2021-08-02,31.5502,34.5809,31.4355,34.5809,39136700
2021-08-03,34.514,36.8851,34.2368,35.0972,37751252
2021-08-04,34.7626,36.1393,34.7626,35.3076,24093132
2021-08-05,35.1833,38.6347,35.0877,37.6212,33798201
2021-08-06,37.5256,37.5734,36.0724,37.191,23247689
2021-08-09,37.191,38.1184,36.1967,36.4931,20428485
2021-08-10,36.2349,38.3574,36.2063,37.0763,22896905
2021-08-11,36.4548,37.1432,35.7091,36.1393,19281831
2021-08-12,36.1776,36.8086,34.6766,35.0685,19958195
2021-08-13,35.0016,36.2254,34.906,35.537,12893323
2021-08-16,35.384,35.9003,34.7052,35.0399,12443998
2021-08-17,35.0494,35.9003,33.4623,34.5045,16418030
2021-08-18,34.7148,36.0437,34.2176,35.2598,15693127
2021-08-19,35.298,37.1432,34.6861,36.3114,22806629
2021-08-20,34.6192,36.2158,32.6784,34.6096,40828990
2021-08-23,34.8582,37.4778,34.8391,36.9424,29648533
2021-08-24,35.8812,38.5582,35.2502,38.1758,31546958
2021-08-25,38.1949,38.2331,36.082,36.4644,20881675
2021-08-26,35.9481,37.0094,35.7951,36.0437,14401928
2021-08-27,36.2349,36.2349,34.3228,34.8678,19908325
2021-08-30,35.2598,36.5887,34.9921,35.3458,19548034
2021-08-31,35.6613,35.8525,34.4471,35.3745,12954855
2021-09-01,35.1355,35.3745,32.3151,33.1946,25507453
2021-09-02,32.7835,33.3381,32.0474,32.3629,18518665
2021-09-03,32.1239,32.5923,30.0683,31.9518,30344242
2021-09-06,31.4355,32.4107,30.5559,32.1239,19839083
2021-09-07,32.1143,32.5254,31.5598,31.9709,13715833
2021-09-08,31.9135,31.9326,31.2347,31.5693,9297512
2021-09-09,31.6363,31.8753,30.4985,31.7988,19346471
2021-09-10,31.8083,31.8275,30.4794,30.5559,19860896
2021-09-13,30.3742,30.6037,29.6381,30.3647,15880959
2021-09-14,30.4603,31.2443,29.6763,30.2213,14161179
2021-09-15,30.0874,30.9096,29.6381,30.489,11744583
2021-09-16,30.6419,30.7854,29.9727,30.0205,9528359
2021-09-17,30.2117,30.4029,29.2461,30.0301,10264761
2021-09-22,29.6381,31.5502,29.4947,31.1678,15450675
2021-09-23,31.2538,32.6019,30.8045,32.1047,17829847
2021-09-24,32.1143,32.2959,31.3303,32.0474,10984012
2021-09-27,32.0569,32.2959,31.445,31.8562,8467559
2021-09-28,31.7605,32.7931,31.6936,31.7032,10862966
2021-09-29,31.6171,31.9804,29.3704,30.3551,14826394
2021-09-30,30.4221,31.6936,30.4221,31.1391,13125589
2021-10-08,31.1104,31.3303,28.8254,29.2557,14525020
2021-10-11,29.3704,32.1812,29.3704,30.6037,34883014
2021-10-12,29.313,29.313,28.1084,28.5482,25660889
2021-10-13,27.5252,28.8445,26.9802,28.3665,18403934
2021-10-14,28.2327,29.4277,28.2327,29.1983,11579671
2021-10-15,29.1792,29.4277,28.443,28.9306,11023434
2021-10-18,28.8732,29.16,28.3283,28.7203,13471069
2021-10-19,28.7203,28.7203,27.965,28.0606,11119340
2021-10-20,28.0606,28.9688,27.965,28.921,14014631
2021-10-21,28.9019,29.0836,28.1084,29.0644,10677395
2021-10-22,28.6916,29.3321,28.5099,29.313,11804535
2021-10-25,29.4373,31.5024,29.313,31.4164,21688469
2021-10-26,31.206,31.7319,30.8236,31.0244,9306327
2021-10-27,32.7931,33.3381,31.6554,32.4489,24575767
2021-10-28,32.3246,32.7071,31.9135,32.1047,12626770
2021-10-29,31.9326,33.3667,31.9135,33.0321,17477772
2021-11-01,33.4623,34.6574,33.1277,33.8448,16277543
2021-11-02,34.2463,34.8964,33.4623,33.5771,17771092
2021-11-03,33.4528,34.3132,33.1373,34.0551,13231913
2021-11-04,34.3037,34.6574,33.7205,34.4471,11325079
2021-11-05,34.4089,35.7378,33.7683,33.8735,13746252
2021-11-08,33.9213,34.4089,33.099,33.9021,13074821
2021-11-09,34.3993,35.5657,33.8065,35.2215,18275800
2021-11-10,35.298,35.9003,34.7626,34.9825,15031243
2021-11-11,34.9921,35.2406,34.2272,34.428,10795310
2021-11-12,34.4949,36.1107,34.4949,35.5179,11564976
2021-11-15,35.6326,36.6843,34.0455,34.2272,16426557
2021-11-16,34.036,34.6957,32.6975,32.9269,15862038
2021-11-17,32.8791,33.7683,32.3915,33.3763,9979085
2021-11-18,33.4241,35.2789,32.9269,34.6383,14469749
2021-11-19,35.145,35.5657,34.6479,35.0877,13079645
2021-11-22,35.0877,35.537,34.7148,35.4032,11976581
2021-11-23,35.4605,35.4605,34.036,34.0647,16316615
2021-11-24,34.4758,34.753,33.1373,33.7778,12928178
2021-11-25,33.558,34.3037,32.6592,33.166,14287929
2021-11-26,33.2903,34.0169,33.0704,33.3572,7577755
2021-11-29,33.2424,35.0207,33.0799,34.6861,14989538
2021-11-30,34.6861,35.7569,34.4184,34.9442,17151293
2021-12-01,34.8964,35.1355,33.4623,33.9404,12390027
2021-12-02,33.8352,33.9404,32.4202,32.774,20613725
2021-12-03,33.013,33.7874,32.8027,33.6536,11985574
2021-12-06,33.6918,33.9977,32.9843,32.9939,9859827
2021-12-07,33.4337,33.5866,31.5693,32.1621,14925345
2021-12-08,32.2195,33.5101,32.076,33.3859,12530475
2021-12-09,33.2903,33.558,32.6784,33.3476,11342016
2021-12-10,33.1851,33.6344,32.9365,33.3667,8213195
2021-12-13,33.3667,33.4719,31.9996,32.9174,13397370
2021-12-14,32.8887,34.514,32.5541,34.3228,16295858
2021-12-15,34.1316,34.2654,33.558,33.5771,8861590
2021-12-16,33.5771,34.3037,33.4623,33.7205,6938832
2021-12-17,33.6249,33.8257,33.2329,33.6822,6945200
2021-12-20,33.2711,33.558,32.1717,32.468,11902477
2021-12-21,32.3533,32.7931,31.206,31.8466,10024601
2021-12-22,31.8848,32.1047,31.2443,31.4355,7982843
2021-12-23,31.4355,31.7223,31.1678,31.6171,8308964
2021-12-24,31.5598,31.7414,31.1773,31.5693,6268733
2021-12-27,31.6171,31.7127,30.814,31.0339,7070981
2021-12-28,31.0339,31.4546,30.8523,31.445,4977089
2021-12-29,31.4355,32.5063,31.1773,31.6649,12300456
2021-12-30,31.8275,33.6536,31.6841,33.3763,18800143
2021-12-31,33.252,35.0685,33.0608,34.189,23975710
2022-01-04,34.1698,34.7913,32.6784,32.8027,14827656
2022-01-05,32.621,33.1373,30.7662,31.3494,16500217
2022-01-06,30.9574,31.1678,29.7528,30.1926,23394367
2022-01-07,30.3073,30.7662,30.0205,30.2595,11288813
2022-01-10,30.2117,30.3647,29.4277,29.6572,10107373
2022-01-11,29.6954,29.8102,28.682,28.8732,10680723
2022-01-12,28.682,30.1735,28.682,29.5329,12405340
2022-01-13,29.5425,29.7241,28.835,29.3035,9427432
2022-01-14,29.1122,30.2117,28.9975,29.7146,6656413
2022-01-17,29.7241,30.9383,29.705,30.5846,7395887
2022-01-18,30.5846,31.6076,30.3551,31.4259,11979389
2022-01-19,31.3972,31.598,29.4564,29.6763,11806799
2022-01-20,30.2308,30.2308,26.7125,26.7125,32252408
2022-01-21,25.766,25.766,24.0451,24.9247,38401953
2022-01-24,24.6665,26.1771,24.6665,25.7756,17861440
2022-01-25,26.1389,26.4831,24.8099,24.8099,14683127
2022-01-26,25.0012,25.3167,24.2076,24.7239,12821612
2022-01-27,24.7621,24.9151,24.1885,24.2459,9650454
2022-01-28,24.8482,25.2019,24.1311,24.5614,9659186
2022-02-07,25.135,25.1828,23.5575,23.8539,17707357
2022-02-08,24.1503,24.1885,23.2133,24.1024,12507388
2022-02-09,23.8539,24.4275,23.6627,24.3606,10751570
2022-02-10,24.3893,24.4944,23.5862,23.8634,11388784
2022-02-11,23.6913,23.9495,23.4236,23.7105,9254058
2022-02-14,23.8921,24.2363,23.5575,23.8539,10440147
2022-02-15,23.8061,23.9877,23.5192,23.8921,13199144
2022-02-16,23.6627,23.9686,23.4714,23.9208,8735011
2022-02-17,23.9017,24.7908,23.7296,24.4753,14844457
2022-02-18,24.3797,24.3797,23.6913,24.0164,13242239
2022-02-21,24.112,24.5996,23.959,24.0738,8727077
2022-02-22,24.4753,24.4753,23.5192,23.6913,9882525
2022-02-23,23.6149,24.8577,23.6149,24.6665,16801211
2022-02-24,24.5614,25.5939,24.1885,25.1732,25303356
2022-02-25,24.6952,25.1446,24.4275,24.8195,17754433
2022-02-28,24.8482,25.4601,24.5709,25.2975,17829959
2022-03-01,25.4218,26.4926,25.1159,26.4448,22880082
2022-03-02,26.5117,26.5117,25.3071,25.4314,17117941
2022-03-03,25.7278,25.7278,24.3606,24.4849,15737569
2022-03-04,24.2841,24.6665,23.5957,23.7009,13930911
2022-03-07,23.873,24.0929,23.2324,23.6435,11977330
2022-03-08,23.6244,23.7391,22.6397,22.7735,14338453
2022-03-09,22.7735,23.003,20.5554,22.3624,22772882
2022-03-10,22.4102,22.9074,21.9035,21.9226,18359503
2022-03-11,21.8939,22.4676,21.3203,22.3528,18077571
2022-03-14,22.0373,23.6627,21.9513,22.9074,22062775
2022-03-15,23.5957,23.7869,21.9895,21.9895,15500508
2022-03-16,21.9895,22.4676,20.0583,21.9131,33686302
2022-03-17,21.9991,22.5249,20.0774,20.9379,37220128
2022-03-18,20.7562,20.957,20.0965,20.8423,27878084
2022-03-21,20.8231,21.7505,20.7658,21.3203,23816594
2022-03-22,21.3968,21.7983,21.1482,21.2247,17918353
2022-03-23,21.196,22.7544,21.0335,22.1425,25987198
2022-03-24,22.0851,22.2955,21.7314,22.0373,12177702
2022-03-25,22.1616,22.4102,21.7027,21.8653,12183800
2022-03-28,21.6071,21.7314,21.1291,21.2534,10274868
2022-03-29,21.7983,23.089,21.4733,21.9226,28961919
2022-03-30,21.7792,22.7735,21.7505,22.6205,17341369
2022-03-31,22.3337,22.4676,20.5841,21.5115,31679143
2022-04-01,21.1291,21.5689,21.0908,21.2534,12661310
2022-04-06,21.1386,21.1769,20.0965,20.412,20083646
2022-04-07,20.3642,20.8231,19.8958,19.9914,16640055
2022-04-08,19.9627,20.4216,19.7332,20.2782,11331403
2022-04-11,20.2113,20.2113,19.3412,19.5133,12141950
2022-04-12,19.5133,19.7045,19.0449,19.5229,10409271
2022-04-13,19.4942,19.4942,18.6815,18.7294,10832983
2022-04-14,18.7389,19.0066,18.5668,18.7772,10211801
2022-04-15,18.6433,18.9875,18.366,18.7294,9199115
2022-04-18,18.6529,19.5229,18.433,19.456,11359429
2022-04-19,19.456,19.7715,19.0544,19.2743,10972221
2022-04-20,19.2743,19.8766,18.9684,19.0831,9904648
2022-04-21,19.0353,19.3126,18.4712,18.5573,9120207
2022-04-22,18.4521,18.6815,16.7025,18.5764,8902517
2022-04-25,18.4425,18.4999,16.7216,16.7407,13112441
2022-04-26,16.9797,17.3909,16.4539,16.6642,14875624
2022-04-27,16.5113,17.802,16.1671,17.7064,16651106
